uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
SE,39,50,2,3,7,20,131.25,309.10000000000014,482.04999999999995,770.2749999999985
SE,40,53,2,3,7,19,128,302,458.0999999999999,708.1249999999993
SE,41,51,2,4,7,20,129.25,294.2000000000003,462.49999999999955,723.2749999999985
SE,42,51,2,4,8,20,128,290.10000000000014,464,741.0249999999999
SE,43,50,2,4,6,19,125,265.10000000000014,410,632.3249999999982
SE,44,49,1.9750000000000014,3,6,17,119,268.2000000000003,429.04999999999995,663.374999999998
SE,45,43,1.9750000000000014,3,6,16,113,240.10000000000014,398.1999999999998,660.4749999999974
SE,46,37,1,3,5,15,96,230,353.0999999999999,537.1499999999992
SE,47,38,1,3,5,13,96,209.10000000000014,322.0999999999999,494.02499999999986
SE,48,35,1,2,4,13,84,188.10000000000014,295.04999999999995,447.52499999999714
SE,49,32,1,2,4,12.75,78,164.20000000000027,252.14999999999986,380.17499999999905
SE,50,28,1,2,4,11,72,164,261.04999999999995,428.0499999999997
SE,51,29,1,2,4,11,65,140,222.19999999999982,356.09999999999945
SE,52,27,0,1,3,9,67,142.10000000000014,232.0999999999999,348.0749999999996
SE,53,25,1,2,3,10,62,147,235,347.02499999999986
SP,1,1269,367.95,433.95,557.9,794,2139.25,4007.4000000000005,6254.449999999999,8893.199999999988
SP,2,1323.5,406.97499999999997,489.9,595.9,830,2174,4222.000000000001,6429.199999999999,10466.399999999998
SP,3,1380.5,415.975,498,619,865.75,2314.25,4102.700000000001,6826.399999999998,11285.099999999984
SP,4,1437,462.95,539.9000000000001,639,911.25,2528.25,4786.800000000004,7653.249999999996,12713.349999999988
SP,5,1542,461.925,547,670,957,2641,4662.300000000003,8030.7999999999965,12764.874999999985
SP,6,1700,487.975,590.9,760.8,1077.5,2861.25,5406.800000000001,8071.0499999999975,13533.499999999953
SP,7,1805,561.975,652.9,803,1139,3162.75,5789.000000000002,8243.349999999995,13960.374999999949
SP,8,2005.5,623.975,737.9499999999999,904.9,1289,3429.75,6207.500000000006,10078.499999999998,17735.399999999994
SP,9,2249,671.875,795.95,1005.4000000000001,1409.5,3797,6930.300000000001,11455.699999999988,17379.774999999994
SP,10,2519.5,759.8750000000001,898.7,1122.8,1563.75,4386.75,8144.800000000001,12375.14999999999,22913.874999999945
SP,11,2877,818.9499999999999,994.9,1267.3,1810.5,4830.25,8991.1,14112.249999999995,23647.59999999997
SP,12,3327,978,1142.6000000000001,1424.4,2049.75,5750.25,10457.400000000001,17805.35,30311.324999999913
SP,13,3198,950.85,1165.8,1439.7,2085.75,5644.75,10561.600000000004,16585.899999999998,27942.574999999833
SP,14,4035,1185,1431.9,1738.7,2526.75,7175.25,13124.900000000012,22409.949999999975,30547.47499999994
SP,15,4845,1435.55,1708.9,2171.2000000000003,3090.25,8468.25,15729.900000000012,24304.349999999988,39576.69999999996
SP,16,6258,1754.4750000000001,2105.9,2582.7000000000003,3939,10508.25,19331.300000000014,33563.19999999999,59971.57499999996
SP,17,7340.5,2251.7999999999997,2613.5,3236.4,4620,13081.75,24373.4,41308.34999999999,66889.87499999993
SP,18,8841.5,2747.725,3259.6,4029.8999999999996,5579,14953,28223.50000000001,47141.79999999999,76023.02499999976
SP,19,10310,3143.775,3716.9,4507.9,6534.75,18247.25,33396.200000000004,54411.149999999965,94226.09999999986
SP,20,12089.5,3553.675,4264.8,5341.9,7555.75,20465.5,37381.9,59904.54999999997,104616.59999999969
SP,21,13668,4189.75,4868.35,6072.6,8714.5,23048.75,41412.700000000004,65903.49999999997,102889.34999999942
SP,22,15301,4479.825,5487.700000000001,6720.5999999999995,9823,25534.25,47828.20000000003,78915.90000000001,119768.19999999931
SP,23,16670,4754.5,6026.299999999999,7556.1,10814,28801.75,52456.50000000019,90263.74999999999,139983.7999999999
SP,24,18345.5,5443,6625.35,8335.9,11666,31751,59039.9,93676.39999999992,147674.77499999976
SP,25,20262,6114.55,7289.7,8972.8,12918,33987,60990.500000000044,101693.59999999998,151134.42499999993
SP,26,21138.5,6434.5,7761.35,9531.9,13461.5,36017,64202.600000000006,105087.84999999998,171114.17499999976
SP,27,22828.5,7022.55,8343.2,10074.199999999999,14687.5,37438.25,67658.60000000002,105918.29999999993,162511.0749999999
SP,28,22676.5,7227.875,8365.550000000001,10122.1,14430.5,39257,71666.10000000003,116792.29999999996,193265.4249999998
SP,29,22788.5,7272.6,8659.15,10500.1,14271.5,37992.5,67555.00000000003,103629.75,169088.47499999937
SP,30,21786.5,6766.4000000000005,7904,9707,14208.5,36125.25,67082.60000000003,108443.24999999994,163648.925
SP,31,19648.5,6032.5999999999995,7438.65,8803.800000000001,12543,33710,59623.50000000002,96278.79999999999,167360.09999999995
SP,32,17890.5,5446.8499999999995,6504.549999999999,7679.5999999999995,11415,29334,53623.1,79851.65,127549.57499999998
SP,33,14483,4394.675,5222.4,6359.8,9460.5,24851.75,43141.60000000001,69921.84999999999,108668.19999999958
SP,34,11631,3595.35,4206,5185.7,7567,19941.25,37655.80000000001,55022.549999999996,82921.82499999997
SP,35,9068.5,2786.9,3333.2999999999997,4167,5860.75,15995.25,29177.600000000002,46533.45,76218.62499999991
SP,36,7024,2185.6,2601.75,3211.9,4641.25,12054.75,21566.900000000016,33846.49999999999,50640.174999999945
SP,37,5617.5,1737.725,2073.55,2567.8999999999996,3596.75,9523.5,16660.300000000014,27140.149999999994,43476.79999999993
SP,38,4386,1337.6250000000002,1646.85,2012.9,2846.75,7404.5,13426.5,22841.449999999975,34641.54999999998
SP,39,3416,1156.45,1333,1578.8,2238.75,5831.25,10754.700000000012,17036.45,27380.14999999995
SP,40,2688.5,843.9000000000001,982.9,1221.9,1714.25,4671,8751.1,13389.999999999998,22583.549999999963
SP,41,2139,674.8,800.95,1001.9,1391.75,3801,7385.2000000000035,11735.249999999995,19008.924999999967
SP,42,1826.5,549.975,671,846,1174,3179,6017.800000000004,9422.5,15464.999999999995
SP,43,1567,491,570.95,672.9,984,2727.5,5087.900000000003,8175.649999999994,13430.349999999991
SP,44,1357,424.975,504.95,609.8,876.75,2305,4156.1,6291.699999999998,10303.149999999994
SP,45,1264.5,354,434.90000000000003,546,791,2155.5,3895.4000000000033,6171.899999999998,9635.92499999999
SP,46,1144,348.975,419,514,732,2009,3699.3000000000006,5727.799999999996,9580.424999999976
SP,47,1095,314,379.9,473,680,1889.25,3451.400000000002,5448.049999999996,8703.64999999999
SP,48,1054.5,323.875,386.90000000000003,468.9,664,1770.5,3252.300000000002,5715.2,9410.05
SP,49,1069.5,331,384,474,675,1843.25,3232.4000000000005,5112.199999999999,7559.399999999943
SP,50,1095,339,405,491.9,697.75,1871.75,3424.7000000000025,5568.15,9461.374999999987
SP,51,1139.5,344.95000000000005,407,514.9000000000001,722,1935,3585.5000000000036,5825.7999999999975,8467.599999999948
SP,52,1161.5,370,428.95,530,758,2048.75,3720.1000000000004,5709.199999999999,9516.499999999987
SP,53,1201,372.975,431.95,525,772.75,2075.75,3724.600000000001,6581.15,11287.224999999984
TO,1,24,4,5,7,14,40,69,102.04999999999995,141
TO,2,27,4,7,9,16,46,75.10000000000014,109.04999999999995,153
TO,3,31,5,7,11,18,55,91,135,178
TO,4,37,7,9,13,22,64,107,156.04999999999995,207.02499999999986
TO,5,45,8.975000000000001,11,16,26,80,133,195.04999999999995,277
TO,6,55,10,14,19,31,92,158,212,274.0499999999997
TO,7,65,13,17,23,37,114.25,191.10000000000014,288.0999999999999,385.0749999999996
TO,8,74,14,19,26,44,134,219,302,402.24999999999864
TO,9,80,16,22,30,48,145,246.10000000000014,324.04999999999995,468.2749999999985
TO,10,82,18,23,31,49,155.25,261.2000000000003,365,513.0499999999997
TO,11,89,17.975,23,30,51,158.25,266,389.3499999999997,554.0999999999995
TO,12,98,18,25,33,53,172,288.10000000000014,421.14999999999986,608.4499999999975
TO,13,98,18,27,35,56,172,293,446.04999999999995,586.0249999999999
TO,14,107,21,29,39,61,182,320.10000000000014,447.04999999999995,598.0249999999999
TO,15,120,23,31,42,68.75,217,365.10000000000014,487.3499999999997,685.0999999999995
TO,16,137,29,39,50,79,243.25,422.3000000000004,591.0999999999999,858.1499999999992
TO,17,157,32,41,57,91,269,478.10000000000014,695.1999999999998,978.0249999999999
TO,18,172,34,45,60.900000000000006,100,279,492,752.2999999999997,1042
TO,19,182,39,49,67,109.75,314.25,519.3000000000004,704.1999999999998,1132.0249999999999
TO,20,191,40.975,53.95,68,111.75,324,552.4000000000005,828.1499999999999,1079.0999999999995
TO,21,190,40,54,71,113.75,324.25,560,825.05,1120.1249999999993
TO,22,197,40,52,70,117,331.25,528.1000000000001,793.05,1050.0499999999997
TO,23,197,42,58,76,119,337.25,574,822.1999999999998,1061.2499999999986
TO,24,194,43.975,54.95,72,117.75,323,572.2000000000003,814.4499999999996,1133.1499999999992
TO,25,200,42,53.95,71,115,340.25,554.1000000000001,771.4499999999996,1097.2499999999986
TO,26,206.5,41,55,77,127,352,568.2000000000003,819.1499999999999,1207.2999999999984
TO,27,207.5,42,56,75,124,357,602.2000000000003,871.05,1139.0249999999999
TO,28,214,44,57,77,129,387.25,633.4000000000005,855.05,1237.0749999999996
TO,29,218,45,59,78,131,359,611.1000000000001,917.1499999999999,1195.5249999999971
TO,30,219,45,61.95,82.9,128,382,629,895.1999999999998,1235.199999999999
TO,31,211,40,53,74,122,356,579.2000000000003,815.0999999999999,1107.374999999998
TO,32,193,41,51,67,108,337,567.5000000000007,821.1999999999998,1084.1249999999993
TO,33,173,32.975,43,58.900000000000006,99,301,477.6000000000008,686,913.3249999999982
TO,34,144,27,36,51,84,251,448,640.05,845.174999999999
TO,35,123,23,30,42,68,210,358.10000000000014,501.04999999999995,682.1499999999992
TO,36,94.5,20,27,35,57,165,297,412.0999999999999,570.2999999999984
TO,37,76,15,20,28,44,129.25,221,305.14999999999986,421
TO,38,64,13,17,23,37,110,183,258.0999999999999,347.0499999999997
TO,39,54,10,14,19,31,91,154,211.0999999999999,292.02499999999986
TO,40,44,8,12,15.900000000000006,25,78,129,177,244.02499999999986
TO,41,39,7,9.950000000000003,13,22,67.25,115.10000000000014,168,221.04999999999973
TO,42,34,6,8,11,20,58.25,94,139,193.02499999999986
TO,43,31,6,7,11,18,54,90,130,177.04999999999973
TO,44,29,5,7,10,17,50,83,114.04999999999995,158.0749999999996
TO,45,27,5,6.950000000000003,9,15,47,79.10000000000014,114.04999999999995,154.0749999999996
TO,46,26,4,5.950000000000003,8,14,44,75,100,139
TO,47,23,4,5,8,13,40,71.10000000000014,103.04999999999995,139.02499999999986
TO,48,22,3.9750000000000014,5,7,12,38,66,90.04999999999995,122.04999999999973
TO,49,21,3,4.950000000000003,6,11,36,62,88,123
TO,50,21,3,5,6.900000000000006,12,35,60,85,115.02499999999986
TO,51,20,4,5,7,12,35,57,86,122.07499999999959
TO,52,21,3,5,7,12,36,61.100000000000136,84.04999999999995,111.02499999999986
TO,53,21,3,5,7,13,37,64,89,130
BR,1,7360.5,4001.875,4317.75,4803.4000000000005,5660.25,10961.5,19657.600000000006,35150.85,77087.12499999988
BR,2,7503.5,4175.675,4435.55,4876.7,5934,11229.75,21773.200000000004,40924.25,71260.39999999983
BR,3,7954,4378.875,4696.95,5086,6163,11979.25,22787.700000000004,43524.99999999996,97846.64999999937
BR,4,8576,4522.875,4929.9,5432.8,6491,12816.5,25280.5,53892.95,98716.59999999995
BR,5,9112,4860.7249999999995,5273.799999999999,5797,6989.75,14087.5,28565.300000000017,54725.79999999989,122358.02499999992
BR,6,10081,5261.8499999999995,5686.65,6315.9,7579,15350.25,30550.400000000005,59493.35,135317.12499999977
BR,7,10626,5595.95,6111.55,6803,8212.5,16197.5,32199.10000000002,66069.34999999999,149488.42499999932
BR,8,11904,6310.825,6708.95,7367.5999999999995,8818.5,18192,37139.10000000005,65606.99999999997,170101.79999999984
BR,9,12782,6664.924999999999,7219.9000000000005,8064.9,9787.25,19955,40866.20000000003,80056.64999999997,226214.4499999986
BR,10,13877.5,7171.799999999999,7784.7,8679.2,10523.5,21795.75,43267.4,76847.34999999999,186872.3749999995
BR,11,15179.5,7909.85,8680.75,9560.7,11515.5,23559.5,46281.30000000003,87709.59999999992,196336.3999999991
BR,12,17625,8612.9,9430.449999999999,10462.8,12991.25,27199.25,54589.40000000003,114261.64999999992,245860.07499999774
BR,13,17043.5,8917.75,9733.550000000001,10748.6,13040,26477.75,54004.60000000003,106341.1999999999,240352.02499999857
BR,14,20336,10671.875,11478.849999999999,12630.7,15426.5,32518.25,65328.300000000076,111786.24999999994,238884.1249999991
BR,15,24270,12316.95,13635.95,15208.1,18310.5,37622,66647.30000000003,130861.2999999999,326748.6749999996
BR,16,29164,14698.925,16169.3,18177.9,22111.5,43829,84088.20000000004,162602.04999999996,292814.04999999993
BR,17,34651.5,18202.975000000002,19254.4,21209.8,25840.5,50686.75,95400.90000000002,189905.75,315080.69999999955
BR,18,40296,21183.45,23071.100000000002,25280.2,30786.25,60394.75,107567.50000000003,205347.65,475488.1999999998
BR,19,46791,24039.2,25912.1,28522.8,35529.5,71645.75,127450.3,228775.79999999993,486678.69999999995
BR,20,52596.5,26560.075,29390.7,32543.5,39830.5,76510,147313.10000000003,275950.34999999986,575446.3999999992
BR,21,58499,30281.875,32971.65,36834.4,44896.5,86590.5,168214.00000000015,278446.05,534400.7249999997
BR,22,63656.5,33234.35,35775.35,39818.5,48859.25,98353.75,173264.50000000003,296007.69999999995,582712.2749999996
BR,23,70475.5,35284.25,38402.700000000004,43283,52885.25,105004.5,201380.4,322168.79999999993,687563.3999999975
BR,24,76664,38448.25,41424.9,46228.8,57227,118564,220994.50000000035,384642.9499999995,738401.8499999947
BR,25,81632.5,40312.35,44174.049999999996,49188,61229.75,122698.75,220383.40000000005,376742.19999999984,612797.9249999977
BR,26,86481.5,40968.325000000004,45012.049999999996,51302.6,64035,128985.25,243336.80000000013,414691.5499999996,818306.3999999968
BR,27,89811.5,42212.925,47066.350000000006,53239,66227.5,136805.5,241193.10000000006,421320.14999999997,865480.099999995
BR,28,90589,45170.75,48924.6,53583.9,66533.75,141058,260916.6000000001,530793.649999999,952857.9499999918
BR,29,89926.5,43458.200000000004,47253.1,53172.5,66747.5,135505.5,257378.40000000008,474503.5999999998,931539.3749999988
BR,30,85044,42226.875,46069.15,50517.3,63047.75,132077.25,250934.80000000002,458553.15,909509.1249999995
BR,31,79238,38913.399999999994,42656.85,47803.6,58489.25,123110.75,229807.2,389006.94999999995,638697.775
BR,32,71086,35583.275,38636.3,43704.4,53557.5,109700.25,191784.20000000022,340546.0999999999,626394.5999999985
BR,33,60816,30822.325,33587.4,37508.50000000001,45727.75,91340.75,173466.20000000065,299509.99999999977,648424.0499999963
BR,34,51757.5,25769.675,28523.85,31752.899999999998,38224,77168.5,145355.90000000017,259596.65,449694.0249999925
BR,35,41787,21989.875,23753.8,25903.899999999998,31774,63108.5,118990.30000000002,213669.14999999997,404229.82499999966
BR,36,34671,17865.625,19478.949999999997,21654.2,26345.75,52835.75,101165.00000000003,173344.49999999994,356812.1749999979
BR,37,28349,15263.8,16279.65,17756.3,21727.5,42582.75,80381.30000000003,146886.29999999978,282442.3249999986
BR,38,23632,12775.625,13738.75,15067.800000000001,17990.75,34842.25,64596.600000000006,116131.09999999996,194077.0499999995
BR,39,19415.5,10567.575,11423.300000000001,12560.1,14928.75,28540.75,50052.20000000003,92910.44999999985,167636.0999999989
BR,40,16111.5,8975.85,9610,10529.5,12450.5,23669,45086.90000000001,77696.49999999997,168067.79999999987
BR,41,13964,7824.9749999999995,8400.949999999999,9075.6,10816.25,20194.25,36769.100000000006,68766.3999999999,142038.47499999998
BR,42,12085.5,6639.9,7171.85,8028.9,9401.5,17524.25,31621.200000000004,53241.04999999999,111200.09999999918
BR,43,10601.5,5866.174999999999,6310.7,6871,8201,15353.25,26811.600000000006,42067.54999999995,97731.19999999994
BR,44,9390.5,5237.975,5719.7,6330.9,7381,13773.25,23276.20000000001,41059.95,77237.24999999972
BR,45,8645,4849.6500000000005,5252.1,5814.4,6783.75,12197.75,20523.100000000017,38548.549999999996,73297.09999999986
BR,46,8032.5,4490.425,4902.8,5362.5,6336,11375.5,19623.90000000002,32259.449999999968,68679.39999999959
BR,47,7547,4227.95,4562.8,4918.5,5861.75,10852.25,18117.000000000007,32040.199999999953,78242.4249999998
BR,48,7121.5,3972.95,4278.8499999999995,4692.8,5640,10113.5,17448.40000000003,31484.19999999999,56042.82499999994
BR,49,6938,3985.8500000000004,4243.8,4615.7,5502,9720,16743.20000000001,27970.35,67988.02499999976
BR,50,6924,3867.75,4137.65,4530,5307.75,9966.5,17279.600000000006,29302.699999999993,63239.64999999983
BR,51,6861,3897.875,4165.95,4515,5352.25,9810.25,18088.000000000004,30586.5,67284.04999999909
BR,52,6982,3983.95,4227.85,4607.3,5406.5,10132,17920.700000000004,27954.749999999967,60370.99999999997
BR,53,7216,3971.375,4252.55,4647.4,5630.75,10398,19242.600000000002,34511.59999999999,82412.62499999942
